station,latitude,longitude
Veurne,51.07391661820733,2.669750487403637
Viane-Moerbeke,50.751952939919235,3.917163280042836
Vichte,50.833503060446695,3.392847172084267
Ville-Pommeroeul,50.464526837178994,3.724432978367793
Villers-la-Ville,50.57809065042433,4.53350004126608
Vilvoorde,50.92414359820823,4.432813750239998
Virton,49.56075846267675,5.518329536948791
Viville,49.68828394053227,5.785474662429645
Voroux,50.6606950187532,5.431053889364091
Vorst-Oost,50.81020033751361,4.320981153478699
Vorst-Zuid,50.810073408172734,4.310347515402428
Waarschoot,51.15444063936785,3.615186997305616
Walcourt,50.258623307603074,4.435775728291916
Waregem,50.89242835003542,3.42559831780833
Waterloo,50.715533973277154,4.383453531843166
Watermaal,50.80971059066153,4.399853339445608
Waver,50.71613796385702,4.605127669873097
Weerde,50.977243209834526,4.471087335301695
Welkenraedt,50.65937064749165,5.974267220223243
Welle,50.90304992098791,4.05086651791031
Wervik,50.781855330951956,3.046976838293909
Wespelaar-Tildonk,50.958554857806234,4.637792321159048
Wetteren,51.00149929084834,3.881915592818523
Wevelgem,50.81106670481992,3.182483664800671
Wezemaal,50.95636089869388,4.748012297469645
Wezet,50.74035513796187,5.692281362498214
Wichelen,51.001758503990175,3.974883903141969
Wijgmaal,50.9233034469938,4.700698413816125
Wildert,51.4275703117922,4.463422810773211
Willebroek,51.06641691397172,4.356072252256531
Wolfstee,51.16893689590626,4.789732769538759
Wondelgem,51.08898575456289,3.719596592718692
Yves-Gomezée,50.237995850240075,4.490419768073481
Yvoir,50.32085000245575,4.878760881433763
Zandbergen,50.80691967863315,3.956989676456527
Zaventem,50.885632548337114,4.469909600155111
Zedelgem,51.126381461398005,3.163480495051282
Zeebrugge-Dorp,51.32659216206747,3.196840129702206
Zeebrugge-Strand,51.3244824906541,3.186399065066345
Zeebrugge-Vorming,51.315516978848294,3.189134716013176
Zele,51.073037159646034,4.042379417228101
Zellik,50.889543320907,4.275293625047353
Zichem,51.006658165424646,4.987321399197209
Zingem,50.90911962391627,3.646473939714823
Zinnik,50.57312318221692,4.069352245033392
Zolder,51.033639116270635,5.330784089179512
Zolder-Kruissporen,51.03487464663944,5.317814120748603
Zonhoven,50.98970000175233,5.348769994945753
Zottegem,50.86909906459784,3.814701035934551
Zwijndrecht,51.213640244311954,4.324671903684774
