route,train,station,latitude,longitude
L G1,784,Oudenaarde,50.85060234685959,3.600671251569412
L L4,5184,Bleret,50.685313301749794,5.286061064312441
IC 10,4334,Lier,51.13604368651541,4.561775772658214
IC 29,3638,Landen,50.7478945465236,5.079627434738533
IC 06-2,3714,Neufvilles-Garage,50.5460562377274,4.015352406771576
IC 17,2513,Godinne,50.3488506246698,4.869974117956068
IC 25,3813,Morlanwelz,50.45819475895926,4.247606842005881
L B20-1,3064,Basse-Wavre,50.72414363271483,4.621220383958832
IC 09,2914,Mortsel,51.18289070974223,4.448811507867791
L B19,4035,Diesdelle,50.79612575604862,4.373898950394146
IC 23-1,2335,Lichtervelde,51.025212177341054,3.126819220887453
IC 06-2,3714,Neufvilles,50.543523197055165,4.010763312378273
IC 03,1512,Veltem,50.90055001720875,4.633517445095211
IC 17,2514,Groenendaal,50.766147386895206,4.44935705453385
IC 25,3835,Bracquegnies,50.47436212331982,4.126350513636451
L G2,1884,Moortsele,50.95295090340576,3.780982223065362
IC 29,3636,Wetteren,51.00149929084834,3.881915592818523
L B1-1,1764,Weerde,50.977243209834526,4.471087335301695
IC 25,3834,Froyennes,50.629514143330255,3.355483776176476
L B20-1,3084,Ottignies-Relais,50.67913489314789,4.565488223292253
IC 17,2514,Hoeilaart,50.76018324853293,4.467428762947364
IC 25,3835,Thieu,50.46967181239604,4.098467909523017
IC 31,3134,Obaix-Buzet,50.53576499907677,4.363632083286799
L B2-2,3764,Lembeek,50.71511214097718,4.221567770089727
L 10-1,6164,Aye,50.2248529224513,5.300638767175158
IC 01,537,Verviers-Paleis,50.59092927829129,5.865284693352242
L 28,885,Oudegem,51.014737627992446,4.062437122289404
L B6,1586,Schaarbeek,50.87869266989909,4.378431524039678
L 02,584,Brugge,51.19727306937378,3.216852878213191
L L1-1,5284,Angleur,50.61253000192086,5.600948994820556
IC 01,511,Welkenraedt,50.65937064749165,5.974267220223243
IC 25,3836,Floreffe,50.44348110262792,4.762999763962485
L G3,663,Sint-Niklaas-Oost,51.176623377622434,4.159519894481113
IC 09,2935,Zichem,51.006658165424646,4.987321399197209
IC 09,2913,Schulen-Sas,50.963577095654976,5.188162889720117
IC 09,2913,Schulen,50.96418013482577,5.18542062549714
IC 03,1512,Herent,50.90358929255643,4.672141055672479
IC 08,2635,Leuven,50.88136571115078,4.716208512981546
IC 17,2534,Brussel-Luxemburg,50.8388378181944,4.373972450132626
IC 23-1,2312,Sint-Denijs-Boekel,50.874198889945404,3.698421279546744
IC 08,2614,Antwerpen-Centraal,51.216862033537794,4.421083629947415
IC 23-2,2834,Brugge-Sint-Pieters,51.22266043095538,3.201678747582974
IC 06-2,3734,Erbisoeul,50.5078636253228,3.888447711073647
IC 02,1835,Sint-Niklaas,51.17159935285642,4.143282196338587
IC 10,4314,Bouwel,51.16584351392913,4.747581819970593
L B10-1,2063,Liedekerke,50.882547620740944,4.095286581223728
L 37-2,4435,Beverlo,51.08864300170322,5.234550994995216
L G1,763,Evergem,51.10754309685516,3.701533161896776
IC 01,536,Herent,50.90358929255643,4.672141055672479
L B8-4,6585,Groenendaal,50.766147386895206,4.44935705453385
IC 04-1,735,Gent-Dampoort,51.056728987048956,3.740515250330524
L 16,5764,Sart-Bernard,50.406741726327766,4.948563267648817
IC 04-1,713,Gent-Sint-Pieters,51.03551971701421,3.710101315832923
L 28,863,Malderen,51.01428356975301,4.231399792037534
L C1,4563,Tamines,50.432082424904884,4.60886693717308
L L2,5484,Flémalle-Annexe,50.59744524486694,5.473536463897578
L 01,4985,Haute-Flône,50.55424859743379,5.331294580631765
IC 04-1,714,Antwerpen-Centraal,51.216862033537794,4.421083629947415
L 29,4885,Jurbeke,50.530554529567226,3.91061322221787
IC 01,535,Gent-Sint-Pieters,51.03551971701421,3.710101315832923
L L1-1,5264,Trooz,50.57328744502597,5.688448772904129
IC 32,835,Kortrijk,50.82441338246862,3.267774528680328
IC 08,2636,Hasselt,50.93094539063631,5.326071324066093
IC 06-1,1913,Halle,50.733060256649814,4.239823954453461
L B2-2,3763,Erps-Kwerps,50.89654505809275,4.584930600736926
IC 25,3836,Franière,50.439609337705065,4.733609958418976
IC 25,3813,Carnières,50.44790381004631,4.264406625278332
IC 31,3135,Weerde,50.977243209834526,4.471087335301695
IC 23-1,2336,Anzegem,50.826216033991116,3.495470091998172
IC 25,3835,Havré,50.47086130374264,4.058356446670643
L 11,6085,Dinant,50.260730671818045,4.908199789924007
L 04,4664,Quiévrain,50.41023300761624,3.685859498851387
L B6,1585,Geraardsbergen,50.770949248522925,3.872417489184951
IC 29,3612,Lede,50.970970941375874,3.985076835022102
IC 31,3114,Lillois,50.64367353246769,4.363394702678375
L 29,4863,Bergen,50.454436770348934,3.942380575452241
IC 31,3113,Sint-Katelijne-Waver,51.07092770112268,4.495807348133646
L B6,1563,Tollembeek,50.73542702057838,3.992881040231503
IC 29,3637,Brussel-Noord,50.85959959838314,4.361252318634824
IC 06-2,3734,Ghlin,50.487523509938555,3.90639438934079
L C4,3914,Berzée,50.28562307355465,4.40599828396412
IC 11,3435,Lot,50.765128381018265,4.272571084560079
IC 02,1814,Aalter,51.09225779139449,3.447855382940146
IC 11,3413,Brussel-Centraal,50.84531101978561,4.35675831766839
L B1-2,1984,Sint-Genesius-Rode,50.74811387437947,4.361939405198446
L B1-1,1784,Buda,50.90808941401188,4.417587678075591
IC 20,2213,Anderlecht,50.817918890620895,4.29153935389493
IC 11,3434,La Louvière-Zuid,50.464993656778184,4.19010515835262
IC 09,2936,Liers,50.69817964040005,5.566911104405785
L B3,2263,Brussel-Zuid,50.83580082886068,4.336052466325346
IC 23-1,2311,Schaarbeek,50.87869266989909,4.378431524039678
L B10-2,3884,Merchtem,50.95391293799017,4.223681249280842
IC 25,3812,Marche-les-Dames,50.480718861804796,4.964576135362847
IC 10,4314,Wolfstee,51.16893689590626,4.789732769538759
L B2-2,3785,Diegem,50.89062008445345,4.441952580833079
IC 25,3814,Maubray,50.5473596412106,3.496016879443089
IC 23-2,2814,Beernem,51.127984351343564,3.329867037752411
IC 02,1813,Zwijndrecht,51.213640244311954,4.324671903684774
IC 03,1535,Maria-Aalter,51.10757473497731,3.386700586663826
IC 02,1814,Bellem,51.08372389725801,3.487287359353551
IC 11,3435,Buizingen,50.75154826326621,4.258657550563639
IC 30,4214,Bouwel,51.16584351392913,4.747581819970593
L C2-2,4384,Charleroi-Centraal,50.40419960613283,4.438439317373349
L B8-4,6563,Profondsart,50.69384598089478,4.549496108321164
IC 01,536,Veltem,50.90055001720875,4.633517445095211
L 16,5764,Bois d'Ausse,50.40132405813825,4.98626175713774
L G2,1884,Landskouter,50.970632711493394,3.791317792734344
L B10-1,2085,Dilbeek,50.86638979130907,4.243574071280418
L L4,5164,Voroux,50.6606950187532,5.431053889364091
IC 17,2514,Terhulpen,50.73811044447185,4.497448352714626
L G3,663,Nieuwkerken-Waas,51.18508212954049,4.184439116403614
L B19,4035,Sint-Job,50.793586213518765,4.360429545901712
IC 29,3611,Brussels Airport - Zaventem,50.89642423705851,4.48395784718869
IC 29,3636,Kwatrecht,50.99155010054474,3.833335262496046
IC 29,3635,Kortemark,51.02513426910576,3.043944762312061
IC 09,2935,Testelt,51.009863921942355,4.945833786595188
L 08,6264,Lonzée,50.55197706629923,4.720151428541858
IC 22,3314,Brussel-Noord,50.85959959838314,4.361252318634824
L 10-2,964,Forrières,50.13309074777786,5.276553146611916
L B20-1,3064,Gastuche,50.73643857537926,4.649935387130403
L 15,5563,Poulseur,50.5089593315108,5.578188092061416
IC 01,537,Verviers-Centraal,50.587801914284064,5.854635277252846
IC 31,3113,Duffel,51.091684329214274,4.492767295335319
IC 31,3135,Eppegem,50.95840721352074,4.457499467095007
IC 09,2914,Boechout,51.16382800159388,4.49404699525959
IC 17,2535,Jambes,50.45397911996434,4.875468217584368
L 28,885,Schoonaarde,51.003138571181125,4.011262908092702
IC 29,3637,Brussel-Congres,50.85178018311057,4.362219760072247
IC 23-1,2337,Brussel-Zuid,50.83580082886068,4.336052466325346
L 02,564,Oostkamp,51.15421490987769,3.257626153621203
IC 25,3835,Obourg-Marchandises,50.470021634500924,4.016410270720788
IC 29,3636,Melle,51.002749921068165,3.796939037051605
IC 17,2534,Brussel-Schuman,50.842848617923735,4.380023585783107
IC 17,2514,Genval,50.726467561824926,4.513841930930245
IC 25,3813,Piéton,50.43511682114374,4.286129350500978
IC 10,4335,Lommel,51.211527124043826,5.310537299130095
IC 23-1,2311,Haren-Zuid,50.889616892134654,4.415076991166356
IC 20,2236,Dendermonde,51.022951980794005,4.101327011759538
IC 23-2,2813,Brussel-Zuid,50.83580082886068,4.336052466325346
IC 02,1834,Brugge,51.19727306937378,3.216852878213191
L B1-2,1984,De Hoek,50.73924115834706,4.370342368877128
IC 11,3413,Brussel-Congres,50.85178018311057,4.362219760072247
IC 20,2212,Zele,51.073037159646034,4.042379417228101
L B3,2263,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
L B3,2285,Liedekerke,50.882547620740944,4.095286581223728
L 13-2,5985,Florenville,49.70723922741239,5.331285482846186
L B10-2,3864,Jette,50.88120457651592,4.332923410788644
IC 25,3812,Marche-les-Dames-Marchandises,50.48053191922914,4.967202412995651
IC 23-1,2312,Munkzwalm,50.875656666067506,3.731514205002289
IC 25,3814,Callenelle,50.527311586615326,3.526278070673758
IC 01,536,Erps-Kwerps,50.89654505809275,4.584930600736926
L 11,6063,Houyet,50.19034554043201,5.005903558228376
L 29,4864,Acren,50.73286590540343,3.847018189191549
L 15,5585,Angleur,50.61253000192086,5.600948994820556
L 01,4964,Namen,50.46920536707373,4.862754782172303
L G3,685,Lokeren-Oost,51.10977280180321,3.991494840923161
L L1-1,5264,Olne,50.56639308394579,5.703133531852481
L L4,5184,Borgworm,50.69469090868593,5.248963056690451
L L1-1,5264,Fraipont,50.56512345525054,5.723431941853723
IC 04-1,736,Wevelgem,50.81106670481992,3.182483664800671
IC 01,535,Drongen,51.047503146402754,3.653586159319735
IC 01,536,Kortenberg,50.89300415046401,4.543312926825426
L C1,4584,Ottignies,50.671773574303224,4.570373990520092
L 01,4964,Namur-Herbatte,50.469169910735076,4.869133583242475
L 16,5764,Courrière,50.38773555674349,4.995789831137567
L B8-4,6585,Bosvoorde,50.79455788670699,4.408269528287142
L G1,763,Sleidinge,51.12643393786671,3.667545364505891
L 01,4985,Amay,50.54592191603607,5.320609487870715
L 13-2,5963,Virton,49.56075846267675,5.518329536948791
IC 09,2912,Luik-Sint-Lambertus,50.64694935205776,5.57261263700804
IC 17,2514,Rixensart,50.71351481096948,4.530823605161436
L 02,584,Brugge-Sint-Pieters,51.22266043095538,3.201678747582974
IC 22,3335,Antwerpen-Centraal,51.216862033537794,4.421083629947415
L 27,2764,Mechelen,51.01761866620954,4.483579828080118
L B2-2,3763,Veltem,50.90055001720875,4.633517445095211
IC 06-2,3714,Zinnik,50.57312318221692,4.069352245033392
IC 31,3113,Kontich-Lint,51.13368368793974,4.47689680687504
IC 23-1,2335,Torhout,51.064712250785384,3.105750907108637
IC 25,3837,Luik-Guillemins,50.62555824033023,5.565379651677738
IC 29,3638,Neerwinden,50.76376087904074,5.036335028170957
IC 03,1513,Gent-Sint-Pieters,51.03551971701421,3.710101315832923
L G2,1884,Gontrode,50.97984015695545,3.801555019043831
IC 25,3813,Forchies,50.433128757386235,4.323472828215522
IC 25,3835,Obourg,50.46980723102854,4.006727859438542
IC 06-1,1913,Buizingen,50.75154826326621,4.258657550563639
L 23,2885,Heist-op-den-Berg,51.073554825164585,4.709356990822297
IC 10,4334,Boechout,51.16382800159388,4.49404699525959
L B6,1563,Herne,50.72369800894415,4.014372844199131
IC 03,1511,Kiewit,50.95466485008808,5.350407516097127
IC 03,1535,Beernem,51.127984351343564,3.329867037752411
L C4,3914,Pry,50.26875846291183,4.430333398622681
IC 02,1835,Sinaai,51.143500701126385,4.068856389093756
IC 23-2,2814,Maria-Aalter,51.10757473497731,3.386700586663826
L B5-1,3385,Brussel-Schuman,50.842848617923735,4.380023585783107
IC 02,1814,Hansbeke,51.07270818510425,3.537446874067181
IC 02,1835,Belsele,51.15105293420193,4.088971325808107
IC 25,3812,Namêche,50.470279570029426,4.99842958361612
L 24,4114,Muizen,51.00823700109542,4.514109018598967
IC 03,1536,Brussel-Noord,50.85959959838314,4.361252318634824
L C4,3935,Couvin,50.057799568191655,4.492998249775371
IC 20,2236,Sint-Gillis(Dendermonde),51.02208185742186,4.117208570505743
L B2-2,3785,Haren-Zuid,50.889616892134654,4.415076991166356
L 23,2863,Wezemaal,50.95636089869388,4.748012297469645
IC 08,2614,Antwerpen-Berchem,51.1988702961587,4.432979473543215
L B10-2,3884,Opwijk,50.97461822357513,4.187540293365119
IC 11,3414,La Louvière-Centrum,50.477715304331944,4.180068630195054
L 37-2,4435,Leopoldsburg,51.117330660425495,5.257878772958566
IC 08,2613,Wezemaal,50.95636089869388,4.748012297469645
IC 23-2,2813,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
IC 23-1,2311,Diegem,50.89062008445345,4.441952580833079
L B19,4013,Brussel-Luxemburg,50.8388378181944,4.373972450132626
IC 20,2214,Gent-Sint-Pieters,51.03551971701421,3.710101315832923
IC 25,3811,Milmort,50.69342290621258,5.599557700763655
L B3,2263,Brussel-Centraal,50.84531101978561,4.35675831766839
L B1-1,1784,Schaarbeek,50.87869266989909,4.378431524039678
IC 06-1,1936,Brussels Airport - Zaventem,50.89642423705851,4.48395784718869
L L2,5484,Seraing,50.60883252731699,5.514078318342331
IC 01,536,Nossegem,50.88344233385105,4.506060556822931
L 29,4885,Lens,50.55912879254978,3.903285755628561
IC 30,4234,Tielen,51.240861461973786,4.893344963001603
L C1,4563,Auvelais,50.449170411135086,4.63070038869451
L B20-1,3064,Eerken,50.75433674841785,4.662366455406936
L G2,1864,Zottegem,50.86909906459784,3.814701035934551
L 15,5563,Rivage-Marchandises,50.49075374158829,5.587160273988107
L 04,4664,Thulin,50.423428643848624,3.745946901340142
IC 17,2535,Namur-Herbatte,50.469169910735076,4.869133583242475
IC 22,3314,Schaarbeek,50.87869266989909,4.378431524039678
L 08,6264,Beuzet,50.532974982431014,4.750194075854363
L B6,1585,Schendelbeke,50.79778703486261,3.899162975185788
IC 09,2935,Langdorp,51.00246923181287,4.863538493784459
IC 17,2513,Yvoir,50.32085000245575,4.878760881433763
IC 29,3636,Merelbeke,51.020057593681734,3.764835020911601
IC 06-1,1913,Lot,50.765128381018265,4.272571084560079
IC 25,3836,Moustier-Garage,50.452251562650595,4.676398912033878
L B10-1,2085,Groot-Bijgaarden,50.86839848514289,4.274515963982332
L B2-2,3764,Halle,50.733060256649814,4.239823954453461
IC 08,2635,Herent,50.90358929255643,4.672141055672479
IC 17,2514,Profondsart,50.69384598089478,4.549496108321164
IC 31,3113,Hove,51.15406191789155,4.465214254147384
IC 29,3637,Brussel-Centraal,50.84531101978561,4.35675831766839
L 10-1,6164,Marloie,50.20321569506066,5.314305549244098
IC 25,3836,Moustier,50.452728270830725,4.693813691441016
IC 03,1512,Leuven,50.88136571115078,4.716208512981546
IC 23-1,2336,Vichte,50.833503060446695,3.392847172084267
IC 29,3611,Nossegem,50.88344233385105,4.506060556822931
L 28,885,Wichelen,51.001758503990175,3.974883903141969
IC 31,3134,Luttre,50.50601206060288,4.384250449864734
IC 25,3836,Ham-sur-Sambre,50.45281278225799,4.672912869837899
IC 31,3135,Vilvoorde,50.92414359820823,4.432813750239998
IC 08,2635,Veltem,50.90055001720875,4.633517445095211
IC 25,3834,Herseaux,50.71428726455946,3.24481180953509
L 28,864,Deinze,50.9781328604359,3.535002801077202
L B5-1,3363,Vilvoorde,50.92414359820823,4.432813750239998
IC 31,3114,Eigenbrakel,50.68475914261351,4.37582344502392
IC 25,3835,Nimy,50.47176943541776,3.95653982987247
IC 29,3613,Tielt,50.99003689048316,3.328627110235745
L L4,5164,Bierset-Awans,50.65843789782589,5.460786562650455
L L1-1,5284,Luik-Guillemins,50.62555824033023,5.565379651677738
L B6,1586,Brussel-Noord,50.85959959838314,4.361252318634824
L B19,4035,Linkebeek,50.77339212483393,4.339918296891916
L 27,2785,Sint-Niklaas,51.17159935285642,4.143282196338587
IC 20,2236,Lebbeke,51.00475356147399,4.134881157174673
IC 23-1,2311,Zaventem,50.885632548337114,4.469909600155111
IC 03,1536,Brussel-Congres,50.85178018311057,4.362219760072247
IC 25,3812,Sclaigneaux,50.49212088315084,5.026460713868468
IC 02,1814,Landegem,51.06421597718289,3.57704576219589
IC 06-1,1935,Opzullik,50.663205398063035,3.937245875917736
L B1-2,1984,Waterloo,50.715533973277154,4.383453531843166
L B1-2,1964,Brussel-Zuid,50.83580082886068,4.336052466325346
IC 20,2235,Denderleeuw,50.891621170603955,4.071431566061722
IC 01,535,Landegem,51.06421597718289,3.57704576219589
L 28,863,Londerzeel,51.00941362761383,4.296896133799565
IC 30,4214,Nijlen,51.15960165747347,4.664476042560455
IC 04-1,713,De Pinte,50.998952524822585,3.655383901672195
IC 01,536,Zaventem,50.885632548337114,4.469909600155111
IC 01,536,Diegem,50.89062008445345,4.441952580833079
L C1,4563,Jemeppe-sur-Sambre-Marchandise,50.44797745287747,4.657785895311827
IC 01,514,Oostende,51.22794248315333,2.926625863197556
L 16,5764,Assesse,50.368675498227645,5.021448905914102
L 01,4985,Ampsin,50.53917375822986,5.288862316887595
L B8-4,6585,Watermaal,50.80971059066153,4.399853339445608
L L1-1,5264,Nessonvaux,50.57198592493546,5.741746104791544
IC 04-1,714,Antwerpen-Berchem,51.1988702961587,4.432979473543215
L C2-2,4384,Marchienne-au-Pont,50.41221701003429,4.394312434115766
IC 09,2914,Lier,51.13604368651541,4.561775772658214
L 02,585,Gent-Sint-Pieters,51.03551971701421,3.710101315832923
L 29,4863,Frameries,50.40552689156566,3.906385856821704
L B19,4035,Holleken,50.767015163038835,4.354770803816823
IC 31,3113,Mortsel-Oude God,51.171808099384776,4.455388660748518
IC 10,4335,Balen-Werkplaatsen,51.204947001662255,5.245949995002284
IC 01,537,Pepinster,50.56851509165158,5.810268537289398
IC 06-1,1913,Ruisbroek,50.79177235834205,4.295521156543186
L B10-1,2085,Sint-Agatha-Berchem,50.873033681208796,4.290747342200437
IC 25,3837,Sclessin,50.61036517564539,5.55669507871075
IC 09,2912,Luik-Carré,50.64016117047732,5.561580820714428
L L2,5464,Liers,50.69817964040005,5.566911104405785
L 28,864,Deinze-Wijksporen,50.9790461798649,3.540645659081197
IC 22,3314,Buda,50.90808941401188,4.417587678075591
IC 29,3612,Aalst,50.94312325212488,4.038683507111515
L B20-1,3064,Florival,50.761456831505605,4.654204552702843
IC 10,4334,Mortsel,51.18289070974223,4.448811507867791
L G3,663,Beveren(Waas),51.208473876872844,4.260777895162216
L B6,1585,Idegem,50.801685791171266,3.921425440783262
L 10-2,964,Grupont,50.09050446184591,5.280534452223534
IC 29,3637,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
L 15,5563,Rivage,50.48425613972251,5.586577136640217
IC 23-1,2337,Anderlecht,50.817918890620895,4.29153935389493
L 24,4114,Hever,50.99640059409282,4.540771399949431
IC 11,3435,Halle,50.733060256649814,4.239823954453461
L B3,2263,Brussel-Congres,50.85178018311057,4.362219760072247
IC 11,3413,Brussel-Noord,50.85959959838314,4.361252318634824
IC 23-1,2313,Roeselare,50.94934123119796,3.13023603832593
IC 25,3814,Péruwelz,50.51361346641127,3.59206286807832
L B3,2285,Denderleeuw,50.891621170603955,4.071431566061722
IC 20,2236,Heizijde,50.98889804389831,4.157254201988882
IC 02,1813,Antwerpen-Zuid,51.19721428415948,4.391779006927757
L B10-2,3864,Thurn en Taxis,50.87155655999172,4.340863745355737
IC 08,2614,Mortsel-Deurnesteenweg,51.18231715581698,4.447187644772542
IC 10,4314,Herentals,51.18107296652878,4.828554945607912
IC 02,1835,Lokeren-Oost,51.10977280180321,3.991494840923161
L B5-1,3385,Brussel-Luxemburg,50.8388378181944,4.373972450132626
IC 25,3812,Château-de-Seilles,50.497212725023616,5.081752631616731
IC 08,2614,Mortsel-Oude God,51.171808099384776,4.455388660748518
IC 11,3434,Leval,50.43066476604268,4.211414215952779
IC 23-2,2813,Brussel-Centraal,50.84531101978561,4.35675831766839
IC 11,3414,La Louvière-Industriestation,50.48597883133482,4.193672918052559
IC 03,1537,Sint-Truiden,50.81768876585601,5.176520546000151
L B19,4013,Brussel-Schuman,50.842848617923735,4.380023585783107
L B1-2,1964,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
L B10-2,3884,Heizijde,50.98889804389831,4.157254201988882
L L2,5484,Ougrée,50.60537053983336,5.53695657290209
L 29,4864,Lessen,50.71290774870706,3.836861179155217
IC 04-1,735,Beervelde,51.087172443782855,3.879980395685934
IC 01,536,Haren-Zuid,50.889616892134654,4.415076991166356
IC 01,535,Hansbeke,51.07270818510425,3.537446874067181
IC 31,3113,Mortsel-Deurnesteenweg,51.18231715581698,4.447187644772542
IC 25,3837,Tilleur,50.619325790518765,5.52959613022457
L B2-2,3764,Buizingen,50.75154826326621,4.258657550563639
L B2-2,3763,Herent,50.90358929255643,4.672141055672479
IC 29,3638,Ezemaal,50.77212949781888,4.994219913271197
L 08,6264,Saint-Denis-Bovesse,50.521297001857974,4.767791995102788
L B6,1586,Brussel-Congres,50.85178018311057,4.362219760072247
IC 08,2635,Erps-Kwerps,50.89654505809275,4.584930600736926
L 02,564,Beernem,51.127984351343564,3.329867037752411
L 23,2885,Melkouwen,51.095163902445975,4.67120807182244
IC 29,3611,Kortenberg,50.89300415046401,4.543312926825426
IC 29,3611,Kortenberg-Goederen,50.893766016593474,4.552069735832903
IC 31,3135,Buda,50.90808941401188,4.417587678075591
IC 06-1,1914,Doornik,50.615141816804844,3.388492484343276
L 04,4664,Hainin,50.42802710763502,3.766794741414823
IC 25,3836,Jemeppe-sur-Sambre,50.45094942294263,4.662626762258042
L G3,664,Gent-Sint-Pieters,51.03551971701421,3.710101315832923
IC 25,3837,Jemeppe-sur-Meuse,50.61841627390551,5.497799707765852
IC 08,2635,Kortenberg,50.89300415046401,4.543312926825426
L 29,4863,Genly,50.39072345653245,3.911927656249831
L 11,6085,Yvoir,50.32085000245575,4.878760881433763
IC 08,2636,Schulen-Sas,50.963577095654976,5.188162889720117
L G2,1884,Melle,51.002749921068165,3.796939037051605
IC 29,3611,Erps-Kwerps,50.89654505809275,4.584930600736926
L 26,4485,La Louvière-Zuid,50.464993656778184,4.19010515835262
L 28,885,Schellebelle,51.00312616442199,3.92143307788236
L B5-1,3364,Halle,50.733060256649814,4.239823954453461
IC 22,3335,Antwerpen-Berchem,51.1988702961587,4.432979473543215
IC 25,3836,Jemeppe-sur-Sambre-Marchandise,50.44797745287747,4.657785895311827
IC 31,3114,Waterloo,50.715533973277154,4.383453531843166
IC 06-1,1913,Vorst-Zuid,50.810073408172734,4.310347515402428
IC 08,2635,Kortenberg-Goederen,50.893766016593474,4.552069735832903
IC 25,3837,Pont-de-Seraing,50.619916699168094,5.511349156465087
IC 03,1535,Oostkamp,51.15421490987769,3.257626153621203
IC 03,1511,Bokrijk,50.955795456999596,5.408576048052186
IC 03,1536,Brussel-Centraal,50.84531101978561,4.35675831766839
IC 20,2236,Opwijk,50.97461822357513,4.187540293365119
IC 23-2,2814,Aalter,51.09225779139449,3.447855382940146
L B1-1,1785,Antwerpen-Centraal,51.216862033537794,4.421083629947415
IC 02,1814,Drongen,51.047503146402754,3.653586159319735
IC 08,2614,Hove,51.15406191789155,4.465214254147384
L B10-1,2063,Denderleeuw,50.891621170603955,4.071431566061722
IC 01,535,Bellem,51.08372389725801,3.487287359353551
L C1,4584,Limal,50.69197975199437,4.575848696098152
L C1,4563,Jemeppe-sur-Sambre,50.45094942294263,4.662626762258042
L 16,5764,Florée,50.357541983874405,5.056427261179839
L 29,4885,Cambron-Casteau,50.58696925909204,3.873974629508698
L G1,763,Waarschoot,51.15444063936785,3.615186997305616
IC 04-1,736,Bissegem,50.82579327658622,3.224088411817595
IC 04-1,712,Ieper,50.847477690810365,2.876886293135154
IC 04-1,713,Deinze,50.9781328604359,3.535002801077202
L 29,4864,Houraing,50.702881501429985,3.835231437708677
L 01,4964,Marche-les-Dames,50.480718861804796,4.964576135362847
L C2-2,4364,Manage,50.50617164755824,4.23475247690034
L 28,863,Kapelle-op-den-Bos,51.010827123385425,4.358811372849264
L C1,4563,Ham-sur-Sambre,50.45281278225799,4.672912869837899
IC 01,536,Schaarbeek,50.87869266989909,4.378431524039678
IC 04-1,713,Deinze-Wijksporen,50.9790461798649,3.540645659081197
IC 01,537,Nessonvaux,50.57198592493546,5.741746104791544
L B6,1585,Zandbergen,50.80691967863315,3.956989676456527
IC 09,2913,Hasselt,50.93094539063631,5.326071324066093
IC 25,3813,Marchienne-au-Pont,50.41221701003429,4.394312434115766
L C1,4586,Jambes,50.45397911996434,4.875468217584368
L B5-1,3364,Halle-Goederen,50.73856640826248,4.245188244191178
L B6,1586,Brussel-Centraal,50.84531101978561,4.35675831766839
L B1-1,1764,Mechelen,51.01761866620954,4.483579828080118
IC 31,3134,Courcelles-Motte,50.46202986102244,4.400412086453594
L L2,5464,Milmort,50.69342290621258,5.599557700763655
IC 29,3613,Aarsele,50.98449587775488,3.41837146644795
L B19,4035,Sint-Genesius-Rode,50.74811387437947,4.361939405198446
L B6,1563,Edingen,50.69722134520999,4.047260476616265
IC 31,3114,De Hoek,50.73924115834706,4.370342368877128
L 08,6264,Rhisnes-Sas,50.50059749700802,4.799814589897698
L B20-1,3064,Pecrot,50.779266845086774,4.651601336707822
IC 08,2635,Nossegem,50.88344233385105,4.506060556822931
L 23,2864,Antwerpen-Centraal,51.216862033537794,4.421083629947415
L G3,663,Melsele,51.21082656268172,4.288506223071698
L B3,2285,Welle,50.90304992098791,4.05086651791031
IC 06-1,1936,Zaventem,50.885632548337114,4.469909600155111
IC 20,2213,Brussel-Zuid,50.83580082886068,4.336052466325346
L B1-1,1784,Brussel-Noord,50.85959959838314,4.361252318634824
L B1-2,1964,Brussel-Centraal,50.84531101978561,4.35675831766839
IC 25,3812,Andenne,50.496828765415096,5.095965480077196
L B2-2,3785,Schaarbeek,50.87869266989909,4.378431524039678
IC 23-2,2813,Brussel-Congres,50.85178018311057,4.362219760072247
IC 02,1835,Lokeren,51.1070280724398,3.985383235145282
L B10-2,3864,Simonis,50.86599657853117,4.334138582968338
IC 08,2614,Kontich-Lint,51.13368368793974,4.47689680687504
IC 11,3435,Lembeek,50.71511214097718,4.221567770089727
IC 20,2235,Erembodegem,50.91929248249657,4.055478044299816
IC 09,2936,Glaaien,50.750527352637484,5.535236934399886
L C4,3914,Walcourt,50.258623307603074,4.435775728291916
IC 23-1,2312,Zottegem,50.86909906459784,3.814701035934551
IC 23-2,2814,Bellem,51.08372389725801,3.487287359353551
L B5-1,3385,Mouterij,50.83101229975816,4.378599139352779
L B19,4013,Schaarbeek-Josaphat,50.86036295580361,4.395006896335754
L B1-2,1984,Eigenbrakel,50.68475914261351,4.37582344502392
L B3,2263,Brussel-Noord,50.85959959838314,4.361252318634824
IC 23-2,2834,Heist,51.334177499078464,3.240489638663327
L B19,4013,Meiser,50.854757009079435,4.394274208667772
IC 08,2613,Aarschot,50.98449635540834,4.823698347886938
L 24,4114,Boortmeerbeek,50.98190383220303,4.57399271193005
IC 20,2236,Merchtem,50.95391293799017,4.223681249280842
L B10-2,3884,Lebbeke,51.00475356147399,4.134881157174673
IC 03,1536,Brussel-Kapellekerk,50.841176483587425,4.347842850133666
IC 20,2214,Merelbeke,51.020057593681734,3.764835020911601
L C1,4563,Moustier-Garage,50.452251562650595,4.676398912033878
L 01,4964,Marche-les-Dames-Marchandises,50.48053191922914,4.967202412995651
