station,delay,arrival_count,departure_count,difference_count
336,-1,1419,1407,56
1234,1,7044,7250,2946
318,-3,80,3,1127
996,11,84,90,2
554,38,13,14,1
1270,8,515,538,1
1761,2,1136,1628,315
404,2,503,559,728
744,6,39,45,2
252,7,81,139,2
628,44,6,9,1
621,12,282,285,6
786,6,54,57,3
811,0,33928,34237,70795
939,31,12,12,2
1056,57,2,1,1
1009,36,4,5,1
1350,2,850,1034,41
744,5,51,54,2
190,15,38,38,1
1067,5,257,305,3
1260,7,1988,2036,4
848,30,37,25,1
989,19,19,26,1
736,22,5,7,1
132,7,391,461,2
1009,-2,1078,1078,3
1152,9,172,166,2
1160,11,342,367,1
715,27,119,100,3
504,-1,2794,791,4973
232,3,4625,4704,83
263,13,117,141,3
1113,41,2,5,1
1229,17,34,38,3
1761,15,41,36,1
422,1,855,1998,1049
567,0,10933,8584,13410
1092,-1,267,15,279
507,0,13322,11219,16535
345,12,157,177,1
480,4,329,380,1
750,4,599,681,3
486,41,6,10,1
409,0,3088,3416,6221
319,24,46,38,2
708,11,108,117,4
139,18,396,386,5
1255,5,220,299,12
160,7,170,188,2
493,30,8,5,1
1034,16,108,103,5
64,11,329,353,2
1154,53,3,1,1
118,0,14555,13203,25990
837,6,223,312,20
25,4,1408,1426,10
979,17,86,114,1
554,24,56,49,2
821,2,2880,2854,17
860,1,1707,2635,2115
726,0,29669,40781,35946
232,21,113,127,1
1048,20,378,374,2
78,9,69,83,3
726,39,27,12,1
177,19,87,83,1
873,8,270,285,1
1145,0,5424,4667,11702
732,13,318,326,7
184,15,69,65,1
647,9,80,77,1
768,10,230,293,13
782,-2,2,2,9
220,9,3115,3136,233
798,1,2097,1129,392
1088,32,30,13,3
1207,10,37,37,4
1206,4,223,1472,875
220,32,128,147,9
742,5,1427,1726,11
1144,3,810,931,233
66,20,50,47,1
19,1,2221,2277,946
1079,10,463,522,1
815,-3,66,103,31
643,0,8323,3476,4034
1348,49,1,1,1
810,3,8064,6829,1023
82,3,1669,2148,96
767,4,399,518,17
151,1,6184,9005,12380
733,8,242,213,66
189,10,140,152,3
177,25,51,51,1
1666,37,22,18,1
621,0,24700,23783,46488
637,1,911,1018,443
1223,26,7,8,1
767,5,308,324,7
153,6,244,360,7
320,11,286,308,6
151,13,191,215,1
378,1,1904,2104,3606
185,20,10,11,2
939,33,14,18,1
647,2,823,894,64
1102,17,52,60,2
458,5,1104,532,15
235,7,482,492,13
768,3,1548,1837,341
649,17,131,101,9
278,8,160,196,2
375,26,4,6,2
925,6,658,659,1
864,5,1730,1764,1
1150,1,2393,4263,3467
742,21,100,91,1
643,2,450,1498,333
2089,9,908,921,1
455,48,20,18,1
962,12,116,110,1
996,2,1335,1347,87
1076,3,1230,1589,93
67,19,16,18,1
1088,21,110,74,6
724,19,59,53,6
1230,4,538,808,13
600,2,1017,1600,62
337,9,35,71,1
319,-1,513,7,6414
919,1,4657,5774,2096
337,6,104,146,3
1348,0,4372,4437,10190
320,12,232,262,3
514,17,5,8,1
1761,1,1910,2932,5533
611,16,47,36,1
1082,27,5,5,1
1087,2,1493,2672,188
1058,11,296,275,5
724,52,2,1,1
726,33,41,34,3
764,7,343,360,4
438,8,336,478,109
705,2,3101,3537,104
8,17,176,183,5
866,18,120,127,1
218,36,15,20,2
1043,2,761,1084,18
27,7,737,858,15
815,17,132,145,1
142,0,16476,14924,22294
278,6,230,245,4
961,16,3,5,1
1235,2,1076,2303,754
535,2,1816,3179,729
1090,50,4,2,1
38,0,14,14,133
1253,1,4767,5903,3206
822,-3,21,5,1
319,19,75,60,4
345,5,792,1595,217
319,3,3364,2108,420
100,10,18,13,5
956,6,727,757,7
1167,14,128,128,1
368,1,11536,13153,6780
979,10,255,325,2
600,32,2,2,1
730,18,76,88,2
449,12,257,289,2
493,25,9,8,1
1207,35,1,2,1
974,10,99,121,1
146,8,186,119,8
37,29,91,48,2
352,5,203,236,8
541,8,252,293,8
384,14,207,225,3
1255,-2,5,1,4
31,27,57,51,2
682,15,184,190,1
218,14,248,272,10
462,1,5516,6079,1701
1092,12,164,177,2
532,4,59,116,39
422,5,126,230,28
327,15,26,10,10
331,11,135,134,1
810,33,41,44,1
732,18,135,130,7
907,10,343,345,1
1229,13,58,61,2
220,-2,1073,1,7356
205,2,4477,3362,1140
413,39,3,5,1
412,7,21,61,12
541,42,4,5,1
212,7,304,320,1
821,-1,262,261,21
1254,13,19,24,3
535,4,813,1100,687
252,11,26,33,7
649,9,543,348,63
1261,4,677,744,5
1134,25,50,48,1
1242,9,159,160,2
541,2,3287,3334,121
169,0,10758,11114,17133
748,40,26,27,3
361,3,1946,2259,63
628,58,5,5,1
102,7,245,288,1
956,8,405,403,1
442,11,30,55,2
894,3,1789,2022,23
786,3,173,169,3
782,20,12,13,1
1245,17,18,19,1
138,10,333,363,1
118,4,1401,1545,5
267,31,19,17,1
66,26,13,19,1
37,41,12,6,1
1139,19,2,2,1
1141,27,4,3,1
1207,19,5,6,1
1092,18,45,64,1
715,4,5643,3848,679
34,2,2322,1452,87
1068,3,1543,2008,14
504,47,8,10,1
523,24,71,33,5
682,11,305,309,1
318,2,9614,7578,2573
74,3,2115,2066,7
424,15,94,102,1
1107,7,30,36,1
414,11,228,254,1
866,7,795,855,8
1192,16,227,229,4
819,10,376,396,4
1081,4,897,892,3
501,14,60,61,1
592,1,3978,4451,4013
962,8,263,266,2
348,10,25,30,3
412,10,16,22,1
685,32,1,2,1
1182,13,31,37,1
342,3,785,747,24
365,8,558,551,2
956,0,14433,14241,29247
127,5,1503,1625,2
319,30,28,21,1
961,20,1,1,1
975,-1,4121,3024,1
471,16,12,13,1
1102,7,567,627,14
684,32,27,13,1
805,0,13989,14553,22200
413,0,18491,18424,25540
606,3,1036,1360,43
449,0,22684,19672,39614
212,20,45,48,1
318,12,535,479,25
1192,45,9,8,1
826,44,1,2,1
319,25,28,30,3
1230,6,301,382,1
600,1,1872,4081,2336
820,17,44,43,2
840,31,15,13,1
1218,4,2698,2950,16
1059,5,331,478,4
281,3,1594,2029,93
936,3,4862,4553,1408
326,4,1543,1742,56
1248,4,242,274,5
682,7,807,834,12
360,32,16,16,1
899,25,5,6,2
1061,9,394,411,1
205,17,147,135,1
540,7,75,118,1
436,1,3115,3347,1246
1348,2,982,1000,18
493,19,28,23,1
395,11,25,34,4
1018,8,444,435,3
905,3,269,1084,2081
1231,5,349,445,5
541,34,7,12,1
810,8,1574,1432,70
434,7,84,101,7
728,9,472,542,7
384,23,67,79,1
455,18,342,277,26
1982,5,179,180,1
151,49,7,9,1
1261,25,31,27,1
541,26,20,16,2
258,0,8195,7781,9976
324,26,5,5,1
31,16,126,150,6
602,1,2830,3166,700
415,-3,33,32,1
911,48,2,4,1
37,3,7016,4488,680
820,1,1893,2395,507
501,3,547,1193,1306
1176,24,61,81,1
9,15,171,178,14
1194,-1,1406,2,612
936,28,14,16,2
840,0,8070,7743,4625
835,20,51,50,1
925,-1,1795,1800,8
1144,16,59,61,4
726,10,792,711,76
361,21,54,58,1
1146,5,1272,1389,57
1154,35,9,8,1
837,12,49,51,1
600,7,170,188,1
1242,6,312,379,5
1144,19,44,33,1
267,15,74,75,3
937,-3,3,3,1
1134,15,156,154,1
989,41,1,2,1
64,19,100,107,2
12,6,364,492,1
615,2,2963,3245,229
910,28,7,6,1
1235,6,213,270,5
815,16,163,167,1
126,25,2,4,1
562,25,27,21,2
413,2,1756,2101,574
502,13,18,25,1
733,-2,3592,1868,478
788,9,109,137,1
25,31,16,15,1
335,-2,1742,1730,2
470,0,848,893,2581
589,4,390,506,6
317,24,46,51,2
221,35,98,87,1
342,24,17,15,1
120,18,5,8,2
615,-2,2,1,13
554,22,59,61,2
686,2,3023,3947,4671
1235,18,37,52,2
1061,4,1487,1429,2
184,-1,7,5,1
759,7,1154,1287,10
418,8,74,96,6
455,30,100,100,2
9,47,5,9,1
916,5,3289,3419,3
406,4,1152,1418,6
220,-3,97,1,1485
471,6,77,85,1
686,0,22720,19653,31180
715,36,46,43,5
1092,22,25,38,1
414,9,354,420,1
189,3,1504,2057,122
1154,6,604,455,63
348,26,4,5,1
686,-1,1578,750,2
1155,4,252,250,1
252,24,2,2,1
126,6,147,214,2
1136,10,184,183,1
1187,1,1770,1768,21
434,6,135,189,9
1744,0,25903,31456,22829
1238,3,2413,2821,25
724,46,7,4,1
1047,-2,20,52,38
1125,21,37,48,2
415,27,56,58,1
1234,0,21092,20842,40605
35,10,154,162,1
630,11,46,46,2
592,9,352,375,8
1182,8,128,149,3
723,-2,240,5,6
363,-1,5650,2418,7
585,4,64,167,46
868,13,52,53,1
822,5,1583,1641,12
1192,18,175,180,1
358,0,7465,7465,15637
1168,0,19512,16975,35850
621,22,54,58,1
455,28,122,111,10
195,4,347,520,91
1266,-1,150,140,1
1131,6,495,407,3
220,1,39579,42450,33628
1141,21,11,21,1
77,14,158,151,6
1048,-2,612,420,182
732,44,13,9,1
704,0,4224,2231,3371
911,17,112,108,2
618,0,5,5,16
1212,21,36,48,2
601,7,186,306,2
788,4,440,541,23
1255,4,321,437,18
764,6,529,594,2
585,12,13,17,1
1274,1,9635,5874,1858
504,33,42,42,1
1088,6,1215,942,74
384,17,137,170,3
621,5,1625,1701,28
259,15,158,134,7
562,5,725,789,22
567,9,60,76,1
1141,10,76,97,4
1245,8,105,111,1
958,37,1,3,1
794,6,11,11,1
19,5,441,581,33
1061,32,13,15,1
1088,22,95,77,3
1212,32,21,26,2
383,16,69,88,1
319,8,649,389,58
1973,14,106,129,2
939,25,38,27,1
77,9,420,418,22
455,52,15,7,1
449,9,450,488,6
108,5,499,500,1
320,30,35,42,1
502,34,2,3,1
818,15,30,33,2
347,16,17,36,1
989,3,1210,1821,2532
185,8,143,151,27
1073,-4,1,1,1
768,-2,1019,9,9
1744,28,33,19,1
1048,25,192,193,3
360,38,12,8,2
220,20,435,459,26
1113,5,491,656,51
177,0,31281,29274,58175
1092,13,164,142,2
1206,8,45,56,5
637,2,429,563,22
1230,9,122,194,3
1092,23,20,23,1
215,35,108,111,2
738,6,1222,1440,7
767,2,1024,1542,1383
848,-4,101,1,96
810,7,1939,1784,136
821,3,1917,1969,6
318,24,96,73,7
674,0,18410,18409,27877
1577,6,652,651,1
205,22,65,81,1
739,0,17613,11855,21226
442,20,4,3,1
320,49,2,5,1
413,12,113,120,1
19,7,249,302,12
635,0,18006,16240,35832
578,21,83,88,1
16,7,417,461,1
327,20,14,2,2
126,5,209,325,6
835,1,2937,5071,4947
74,2,3044,3013,24
438,5,728,962,293
532,11,13,25,7
400,-1,2337,2226,1
6,26,26,24,1
136,0,27438,26147,55036
1192,17,165,175,1
77,21,53,64,4
404,5,127,147,4
962,35,14,14,1
590,19,168,163,1
188,2,659,402,116
8,14,212,226,2
22,10,255,272,1
391,1,2246,3059,2016
258,19,7,7,2
345,0,19834,13333,26768
567,2,1546,2126,1510
673,-2,9,1,7
870,8,353,393,1
957,0,445,177,275
365,2,3596,3797,140
120,7,111,132,1
863,14,230,250,1
1272,3,561,818,27
759,0,35396,31272,59256
649,15,195,121,14
151,26,29,38,2
1154,23,60,30,1
1102,14,100,111,2
1125,4,1261,1377,196
1238,25,50,47,2
427,0,8975,7359,10724
683,3,90,229,178
939,3,1920,1274,285
363,2,5830,7500,681
692,4,264,663,520
871,9,187,219,2
996,8,191,194,4
281,6,523,617,11
287,2,508,1008,37
384,9,447,564,14
195,3,629,1131,543
1278,8,498,544,2
632,25,18,24,2
108,7,348,331,1
1265,9,97,146,27
319,0,18189,26970,17987
832,14,50,61,1
906,4,1547,1722,5
267,0,14846,13367,27700
560,13,57,71,3
1160,28,61,58,1
1061,8,501,484,1
455,5,4812,3436,653
1234,25,36,41,1
409,15,11,13,1
148,-3,4,4,3
578,6,1248,1384,1
221,31,136,148,4
215,5,10412,12923,142
715,45,28,21,3
2011,13,41,47,1
8,8,542,596,17
1067,7,135,187,1
120,1,2428,4483,6473
685,0,4478,2269,7850
266,4,1011,1226,33
818,5,270,425,22
27,12,221,243,5
1088,16,203,143,4
997,0,14207,13439,31551
738,-1,1855,551,30
25,1,4940,4855,2485
67,16,20,29,1
1744,5,969,1012,197
247,10,118,153,1
1047,-3,25,39,56
684,11,318,300,8
442,10,42,39,3
35,27,8,13,1
790,4,449,565,2
504,24,100,125,2
951,0,4284,4876,5684
1088,42,19,11,1
401,11,192,216,2
1048,7,3460,3358,67
520,4,839,922,5
1230,15,43,44,1
562,39,7,3,1
620,7,515,516,1
701,-1,82,15,2
190,3,1032,1112,11
121,15,98,136,3
438,12,157,167,19
215,16,804,1009,4
78,1,2819,1554,489
705,-3,1,1,1
1192,19,159,151,3
1266,13,130,142,1
822,24,65,62,1
320,1,8145,9010,4338
1181,12,14,16,3
673,13,46,46,2
121,44,8,8,1
685,5,399,512,3
566,5,456,489,7
1245,9,69,72,4
1213,15,61,91,3
218,40,12,10,2
956,-2,120,120,41
1265,1,2865,2994,2410
826,4,587,768,79
210,17,210,156,18
801,12,57,36,1
19,3,964,1162,54
908,2,2600,2908,1737
877,5,348,414,7
715,-4,27,4,928
160,1,2052,2816,1720
151,25,43,44,2
146,9,118,94,3
78,13,23,18,2
82,2,2413,3035,2570
221,27,217,217,4
77,36,14,8,1
551,0,29411,29411,53913
1272,1,3332,3065,531
139,-3,11,1,59
1176,3,2060,2348,169
748,23,83,81,2
1253,2,2331,3484,1799
871,14,77,69,1
707,-3,2,3,2
521,0,44595,41103,90311
317,8,485,562,7
936,0,23171,34208,24029
977,24,8,5,2
1181,24,78,50,1
413,5,622,688,2
421,6,628,670,7
502,15,9,11,1
1234,2,4417,4612,589
911,11,304,267,6
629,0,484,208,378
1206,18,9,13,1
342,6,269,277,6
683,7,22,39,6
899,34,41,23,1
920,6,445,521,20
1194,23,7,2,1
899,0,5319,4901,4672
539,2,497,707,43
195,29,1,3,1
153,7,156,236,9
848,4,1958,1719,781
462,0,14679,13091,30234
704,14,7,12,1
1068,6,588,683,3
788,20,9,10,1
812,15,115,127,1
873,1,4802,6176,2948
187,4,964,1308,1
748,5,1413,1640,142
320,17,116,124,1
870,3,1652,1996,12
318,35,26,24,1
815,31,22,22,1
706,3,2706,3036,34
31,28,48,53,1
1134,51,6,5,1
700,5,834,1008,8
715,34,47,42,3
530,3,2035,2254,11
824,1,3403,7969,15902
199,0,17515,15893,34116
553,9,1369,1370,2
725,13,377,381,2
434,18,8,3,1
457,23,40,47,1
1242,-1,172,21,1
1088,36,21,10,1
617,7,159,111,3
1017,13,10,24,1
121,-1,1355,18,163
583,6,469,875,65
210,11,409,354,30
360,26,27,35,1
421,9,292,329,2
348,6,89,112,2
249,16,14,19,1
139,34,64,44,1
863,0,44724,37397,66722
970,9,40,36,1
733,10,144,141,32
283,4,686,686,1
1228,38,10,11,1
920,11,166,175,6
725,-2,338,330,22
747,11,13,27,7
1131,-1,1,1,779
1666,8,291,303,1
31,39,18,15,1
427,13,56,81,3
67,6,284,448,6
672,8,637,642,1
591,19,10,20,1
1206,9,52,60,1
1219,-1,1873,1872,6
1061,-3,5,4,2
27,30,27,29,2
810,21,195,183,5
906,11,285,286,1
126,11,47,44,2
700,11,172,182,1
319,34,15,11,2
191,13,135,177,1
606,0,12688,10376,19194
449,7,759,833,14
788,-1,2,2,53
1097,2,67,65,3
1131,2,2110,1580,41
107,7,278,329,1
810,-3,1,1,748
1238,7,608,658,3
157,13,28,54,1
325,-1,4487,3429,903
1254,4,149,222,6
1265,13,34,55,3
201,8,289,308,4
1232,-4,23,23,8
553,2,9680,9703,42
1206,1,1172,1334,485
142,-2,5,5,2
422,7,84,118,5
863,2,5963,7317,536
1113,6,337,433,21
120,-4,8,7,2
751,6,365,266,10
826,6,213,289,13
210,1,12222,10843,8620
738,19,110,96,1
899,3,519,687,324
939,-1,314,2,5117
1274,10,311,271,11
546,13,18,27,1
139,10,1281,1391,29
1223,10,71,55,3
902,1,2757,3305,2963
455,33,74,61,2
554,27,29,31,2
719,11,158,172,7
263,28,16,11,1
1744,10,280,266,37
235,23,30,36,3
1274,28,28,18,1
868,-1,796,2,248
78,15,17,21,1
210,59,5,4,1
266,22,34,39,1
1223,3,1133,1085,32
718,0,373,373,751
22,17,52,63,1
644,2,6112,6149,113
684,53,4,3,1
975,17,99,95,1
635,7,658,724,2
738,16,160,166,1
392,3,1826,2222,15
347,10,70,66,1
649,37,12,6,1
337,8,62,83,1
1149,2,707,2937,1464
215,15,1052,1170,5
1079,0,22478,21635,47341
1973,7,581,698,4
1018,10,299,295,1
9,0,26474,29026,42762
319,26,34,27,4
565,0,5635,4564,8899
360,28,19,30,1
553,0,50069,50061,109887
747,2,319,630,1481
153,22,9,9,1
733,20,44,32,2
621,8,718,719,21
643,7,78,102,2
318,10,813,740,53
516,11,86,86,1
25,21,53,44,1
2089,7,1286,1297,2
212,10,162,182,1
1270,2,3334,3551,139
318,53,3,4,1
406,5,908,1049,3
1761,3,794,929,40
410,20,9,10,1
351,13,15,18,1
1761,8,124,100,1
936,37,5,8,1
31,4,1303,1457,175
840,14,88,134,10
1255,2,790,1435,493
219,32,13,13,1
628,0,15454,14560,26405
908,14,107,105,1
1034,1,4446,5171,6149
958,10,154,160,3
1061,5,1052,1032,2
1180,2,1772,1770,3
621,-2,19,3,68
1177,18,69,59,2
1979,2,1221,1502,31
895,-4,1,1,15
188,3,341,258,75
1184,0,15177,12009,20664
171,10,179,170,1
739,19,14,7,2
747,1,618,1879,5575
815,-2,294,236,329
327,8,92,84,18
683,4,51,153,27
563,5,923,948,5
805,27,30,29,1
504,-2,435,122,148
1744,24,40,50,7
895,3,3310,2769,1914
210,24,103,83,7
866,0,24643,22295,44550
1144,32,10,12,2
791,2,3738,4551,655
684,7,727,759,28
724,0,17020,16752,29411
570,13,19,20,1
747,9,28,42,5
962,4,796,825,34
210,33,48,31,2
820,12,61,69,1
902,7,328,350,2
911,1,5507,7302,7907
939,2,3493,2039,516
789,0,14091,13331,26110
252,18,7,9,1
221,34,108,101,1
902,11,185,192,1
449,37,23,26,2
1005,10,73,91,3
908,6,579,605,9
954,1,2173,5119,6576
601,1,2759,1854,793
132,-2,3,5,7
590,0,36721,34946,67765
82,0,13257,15718,23712
247,-1,175,8,2
345,4,1249,2404,538
1194,1,1482,1278,1546
320,28,46,50,1
215,-2,13,5,2
1230,7,198,282,2
489,0,2131,1310,3227
1060,8,207,249,1
187,7,321,385,1
895,2,4961,4476,4689
518,10,411,416,1
227,17,148,142,2
31,5,939,1025,102
764,4,964,986,3
320,10,369,365,1
979,9,327,389,1
457,12,228,229,2
644,10,554,556,3
31,-2,982,548,67
840,21,37,56,2
1912,2,3093,4084,1938
954,11,33,46,5
1260,-2,622,619,9
868,2,822,1096,323
860,14,48,42,1
6,5,1217,869,20
724,4,1169,1300,152
899,19,12,14,2
805,5,605,662,1
736,33,1,2,1
1263,0,5486,5486,9600
958,18,28,40,3
794,0,155,155,420
868,10,66,101,1
798,14,8,8,2
1154,11,213,149,8
278,14,57,54,1
27,14,165,171,3
619,1,5118,5963,5031
532,16,4,6,1
1177,24,37,26,2
901,-1,1386,1243,3
1768,2,1046,1315,47
318,31,37,30,2
229,4,2356,2510,41
6,4,1660,1213,41
1147,5,416,516,4
435,2,1072,1080,76
1253,20,14,18,1
281,18,67,62,2
27,9,476,528,11
906,0,27772,24997,45130
747,0,4714,6639,3395
708,10,120,125,1
1272,14,21,21,1
724,3,1878,2039,209
1125,7,425,472,23
326,40,10,8,1
410,8,68,100,3
221,26,260,238,6
589,20,4,4,1
1223,25,6,4,1
532,9,19,31,19
550,6,977,1088,5
1350,3,685,736,6
132,-1,624,35,5
801,9,117,104,5
630,5,176,188,3
738,8,708,808,4
12,16,24,32,2
748,13,209,253,6
215,1,47685,58784,39728
243,34,6,5,1
286,1,5198,5981,2897
205,1,6940,5399,4853
732,3,4821,4983,439
235,19,65,71,2
64,9,444,482,7
554,45,10,6,1
1092,36,9,9,1
1261,6,338,355,4
931,14,176,174,2
592,29,7,12,1
521,7,1845,1903,3
611,3,1201,801,10
1159,8,384,412,2
27,40,18,20,1
1146,17,106,119,1
1147,4,545,679,6
1207,5,137,152,34
726,30,57,29,2
160,18,35,35,1
905,6,77,107,2
643,5,128,187,12
1136,2,2737,2802,23
784,0,4702,8455,5750
1213,17,90,96,2
157,23,3,5,1
205,23,67,46,2
220,35,100,102,6
489,5,164,186,3
554,51,4,5,1
324,4,309,324,3
1843,6,77,246,25
732,2,7218,7244,1160
954,3,533,939,22
78,14,22,12,1
1146,16,133,144,2
262,7,594,638,1
848,17,155,143,15
138,3,2270,2793,19
1058,12,222,249,1
1261,1,3132,4907,2497
1181,5,201,243,79
259,9,558,387,23
723,0,7672,11669,61
183,20,72,77,1
764,5,714,793,2
907,26,35,37,1
1152,5,452,534,7
215,3,21668,25240,1032
809,0,4,4,16
788,17,29,30,1
673,8,181,187,8
146,16,34,20,1
578,1,9478,9185,3773
345,1,5059,4816,4022
371,2,233,315,160
862,4,841,899,1
1076,2,2055,3420,1186
870,5,852,957,1
406,2,2732,3419,536
232,5,2301,2284,22
820,13,53,65,1
824,46,5,4,1
936,21,76,70,4
811,-1,3854,221,80
1149,16,11,18,1
574,0,4390,2654,5452
320,41,11,13,1
187,3,1527,2029,33
318,36,21,14,1
433,18,4,7,1
975,0,13576,13399,31997
37,31,56,24,4
542,6,689,826,2
726,26,91,69,3
146,12,63,57,2
221,30,166,156,5
313,5,153,192,1
767,7,170,177,2
24,-1,321,317,1
938,0,12547,10688,19725
514,8,65,65,2
958,36,9,13,1
1206,5,161,469,144
35,7,313,315,4
520,2,1928,2368,101
866,1,7638,8841,6267
628,30,24,28,1
327,11,40,17,22
1266,6,715,863,2
1067,1,2398,4510,4349
818,8,116,179,10
319,17,112,85,8
100,13,6,10,2
707,-2,1,1,8
120,15,14,22,2
1113,-1,7,7,559
114,8,128,183,1
249,2,599,814,69
504,20,173,199,4
218,22,78,70,4
673,32,8,17,2
962,20,37,39,2
1266,8,374,479,5
673,1,4975,3979,720
455,2,14218,10365,6388
142,4,961,1268,5
520,3,1288,1467,14
1151,15,24,6,1
907,7,669,710,3
684,18,134,125,2
1194,15,13,9,2
384,24,59,63,1
810,0,52055,62875,68523
364,2,2577,3127,122
455,54,12,11,1
360,1,6531,5303,3313
235,2,2720,2938,133
528,12,23,22,1
455,34,79,71,4
37,51,7,7,1
1761,5,324,369,8
471,-4,1,2,1
360,4,1864,1617,74
941,1,4941,5617,1238
1090,9,171,205,19
126,3,547,839,52
438,37,8,4,1
604,7,189,258,4
1154,12,184,129,8
630,14,35,37,1
438,6,556,784,258
205,0,22233,30912,24771
1063,-1,859,634,16
1134,7,628,689,6
793,1,556,761,490
1125,28,11,8,1
1177,36,10,11,1
318,4,4343,3449,540
895,18,104,86,5
1048,16,624,601,6
1068,8,347,398,2
862,-3,4,4,3
542,2,3027,4285,115
139,0,100139,89085,146979
250,1,2818,4088,5557
121,21,34,41,2
848,23,58,42,4
427,28,10,12,1
1192,10,634,668,17
899,18,9,9,1
1043,1,1850,2314,1274
590,13,339,347,2
1088,35,25,16,1
647,1,1131,1535,2081
199,20,63,66,1
58,5,624,638,9
747,20,7,6,2
820,6,201,222,3
6,20,57,43,2
6,13,204,164,2
480,10,55,63,1
801,29,8,3,1
835,-3,710,709,1
480,17,10,14,1
530,7,560,620,1
1767,17,96,98,1
685,15,41,46,3
628,18,70,107,4
1060,-4,7,7,1
183,8,688,887,1
37,36,27,19,2
1724,0,23491,23491,49697
203,-3,15,16,56
1005,-2,2,3,2
805,1,3212,3761,4262
127,2,5059,5712,52
560,4,386,538,11
602,8,164,165,6
160,6,190,217,5
402,16,90,71,2
895,17,123,109,7
320,31,36,33,2
1218,23,76,77,1
979,13,151,171,1
160,17,39,36,1
37,35,42,14,1
19,-1,10,3,19
636,8,173,185,1
504,0,49349,49356,75939
684,48,5,7,1
1272,6,127,167,9
1265,14,54,49,3
1226,33,8,6,1
258,5,142,138,7
1145,16,41,48,1
1154,31,17,12,1
1125,5,815,928,68
701,8,380,379,2
710,14,38,35,2
979,4,1214,1521,34
130,2,3003,3342,99
1245,0,6811,5296,9814
748,10,422,443,19
395,0,5395,2605,5938
542,0,12825,10453,25560
896,1,1613,2387,1353
221,0,132991,151919,218443
1218,2,6605,6503,398
121,23,35,38,2
404,7,74,65,6
1076,1,4565,6108,2508
863,9,555,660,4
316,8,728,737,1
1083,31,44,42,1
977,12,43,37,5
748,28,38,33,1
217,6,7067,7157,1
1841,3,498,545,5
649,26,47,25,3
708,2,891,977,58
220,2,27961,26643,11800
413,4,846,928,14
768,22,47,65,3
685,6,247,314,1
1248,6,96,117,10
638,0,40,40,533
826,13,58,68,1
190,26,8,8,1
742,9,456,523,4
1005,4,592,737,34
589,3,651,726,7
1083,10,670,679,1
77,27,21,29,3
523,22,77,39,4
751,8,188,158,5
615,3,1849,1990,41
259,8,657,442,38
221,55,11,23,1
31,11,239,289,12
1207,1,2139,1671,1025
1348,8,256,224,1
1207,14,18,21,3
637,0,6242,5909,8724
326,16,114,119,4
189,8,249,274,1
458,15,74,37,2
1181,9,55,70,13
1255,6,188,209,10
632,6,128,172,3
335,3,2521,2767,72
413,-2,5,4,1
220,3,19718,17856,4990
471,-2,29,20,1
177,10,353,361,5
1228,22,36,42,1
335,4,1841,2078,8
907,4,1746,1828,16
1278,33,17,15,1
1009,3,1629,2015,63
725,3,5347,5385,41
968,2,413,782,1360
683,8,31,38,3
1226,7,285,229,12
479,3,185,304,7
1125,13,105,115,5
523,21,92,38,4
686,-2,161,161,1
203,18,126,135,2
120,20,7,9,2
34,0,2315,1916,4940
1107,6,49,53,2
566,2,1624,1853,53
336,-3,8,6,4
227,12,307,359,1
750,3,665,777,23
523,1,7748,6250,2556
1048,38,33,35,1
1145,14,58,69,1
361,17,47,57,1
375,3,761,996,3
1081,3,1590,1558,14
751,1,3916,2246,67
472,-1,1358,413,19
203,2,6792,7831,587
259,23,65,52,4
684,29,39,34,1
1031,4,1253,1315,1
628,27,24,27,2
195,5,228,314,14
837,0,13731,9029,14910
759,11,446,467,2
911,0,16853,19828,17017
591,8,101,104,1
169,29,15,15,2
1102,16,80,81,1
628,2,4057,4010,686
191,8,332,413,5
1761,6,227,234,4
1248,9,42,45,4
1841,7,85,92,1
64,1,7270,8474,3216
187,12,94,101,1
648,7,2021,2076,1
283,0,12438,12438,21079
991,9,162,199,1
704,1,728,1528,1161
610,7,60,117,6
319,48,2,4,1
715,21,258,206,11
672,16,80,79,1
936,-1,2299,1,2736
1131,19,27,16,1
1254,6,65,101,4
153,15,16,34,1
824,19,37,45,1
250,0,18176,16721,24804
320,6,1002,1129,11
414,6,829,985,1
249,1,916,1634,2302
286,35,9,11,1
744,0,2103,2161,3311
1248,3,417,487,26
574,2,550,876,55
1084,4,244,263,1
221,57,13,16,1
786,1,1542,1213,96
559,6,286,357,8
195,1,1811,2675,1616
9,2,5092,4642,997
1744,14,132,133,19
907,0,16718,16004,36741
1079,3,4079,4471,78
472,6,193,220,7
130,8,379,393,5
911,8,586,527,19
907,20,57,53,2
995,9,279,279,1
541,30,10,9,2
1102,-1,87,12,25
288,2,1310,1300,96
31,7,547,558,42
345,14,122,130,3
320,5,1448,1698,37
686,1,4939,5613,4875
1253,-1,170,31,1
868,3,487,649,59
455,14,606,500,30
632,-1,1213,9,7
442,2,700,991,542
458,4,1501,728,25
1061,-1,2485,2879,4983
404,25,2,2,1
700,0,21730,18818,33880
432,4,514,875,26
472,11,52,58,3
493,3,1013,1156,33
31,17,100,110,7
1107,11,17,20,1
636,11,146,136,1
250,20,37,35,1
1843,17,4,12,1
1213,6,341,411,17
324,8,102,101,2
617,15,23,20,1
791,42,12,10,1
1224,14,309,283,2
520,14,103,109,1
910,10,67,77,1
